"用例编号","所属模块","用例标题","前置条件","步骤","预期","实际情况","优先级","用例类型","适用阶段","B","R","S","结果","由谁创建"
"132","/物业方/主页(#31)","验证下拉框数字控件是否可用","1.使用物业方角色成功登录停哪儿系统
2.进入物业方主界面","1. 点击页面下方数字下拉框
2. 选择数字30","1. 成功打开下拉框
2. 页面自动刷新一页显示30条数据","成功打开下拉框1. 	成功打开下拉框
2. 数据库中有数据，页面无显示","2","功能测试","系统测试阶段","0","1","2","失败","陈",""
"133","/物业方/主页(#31)","验证下拉框数字控件是否可用","1.使用物业方角色成功登录停哪儿系统
2.进入物业方主界面","1. 点击页面下方数字下拉框
2. 选择数字40","1. 成功打开下拉框
2. 页面自动刷新一页显示40条数据","成功打开下拉框1. 	成功打开下拉框
2. 数据库中有数据，页面无显示","2","功能测试","系统测试阶段","2","1","2","失败","陈",""
"134","/物业方/主页(#31)","验证下拉框数字控件是否可用","1.使用物业方角色成功登录停哪儿系统
2.进入物业方主界面","1. 点击页面下方数字下拉框
2. 选择数字50","1. 成功打开下拉框
2. 页面自动刷新一页显示50条数据","1. 
2.","2","功能测试","系统测试阶段","0","1","2","通过","陈",""
"135","/物业方/主页(#31)","验证刷新控件","1.使用物业方角色成功登录停哪儿系统
2.进入物业方主界面","1. 选择页面下方刷新控件
2. 点击刷新控件","1. 选择控件成功
2. 点击刷新控件后，页面进行刷新操作","选择控件成功1. 	选择控件成功
2. 	点击刷新控件后，页面进行刷新操作","2","功能测试","系统测试阶段","0","2","2","通过","陈",""
"136","/物业方/主页(#31)","验证页面上方关闭控件","1.使用物业方角色成功登录停哪儿系统
2.进入物业方主界面","1. 点击订单管理模块的查看订单
2. 点击订单管理的评价管理
3. 点击用户管理的抢租客信息
4. 点击页面上方抢租客后面的X
5. 点击评价管理后面的X
6. 点击查看订单后面的X","1. 进入查看订单页面
2. 进入评价管理页面
3. 进入抢租客信息页面
4. 关闭抢租客信息页面
5. 关闭评价管理页面
6. 关闭查看订单页面","进入查看订单页面1. 进入查看订单页面
2. 进入评价管理页面
3. 进入抢租客信息页面
4. 关闭抢租客信息页面
5. 关闭评价管理页面
6. 关闭查看订单页面","2","功能测试","系统测试阶段","0","1","6","通过","陈",""
"137","/物业方/订单管理(#32)","验证首页点击订单管理是否可正确跳转到订单管理界面。","1.使用物业方角色成功登录停哪儿系统
2.进入物业方主界面","1. 输入物业方角色用户名和密码
2. 成功登录系统
3. 点击订单管理","1. 登录成功
2. 页面显示常
3. 界面正常跳转","登录成功1. 	登录成功
2. 	页面显示常
3. 	界面正常跳转","2","功能测试","系统测试阶段","0","1","3","通过","陈",""
"138","/物业方/订单管理(#32)","检查订单管理界面控件功能","界面包含控件","1. 使用物业方角色用户名和密码登录成功
2. 界面跳转成功
3. 检查界面布局、控件功能（下拉功能，刷新功能，关闭功能等）","1. 页面显示正常
2. 界面正常跳转
3. 界面布局、各控件功能正常","页面显示正常1. 	页面显示正常
2. 	界面正常跳转
3. 
界面布局、各控件功能正常","2","功能测试","系统测试阶段","0","1","3","通过","陈",""
"139","/(#0)","检查勾选框功能","界面中包含勾选框","1. 使用物业方角色用户名和密码登录成功
2. 界面跳转成功
3. 检查界面布局、选择勾选框","1. 页面显示正常
2. 界面正常跳转
3. 勾选框功能正常可用","1. 
2. 
3.","2","功能测试","系统测试阶段","0","0","3","","陈",""
"140","/物业方/订单管理/查看订单(#33)","检查小三角控件功能","界面中包含小三角控件","1. 使用物业方角色用户名和密码登录成功
2. 点击订单管理的查看订单
3. 点击开始时间旁边的向上的小三角控件","1. 进入页面成功
2. 进入查看订单管理的页面
3. 点击向上的小三角，信息按开始时间从早到晚展示","进入页面成功1. 	进入页面成功
2. 	进入查看订单管理的页面
3. 	点击向上的小三角，信息按开始时间从早到晚展示","2","功能测试","系统测试阶段","0","1","3","通过","陈",""
"141","/物业方/订单管理/查看订单(#33)","检查小三角控件功能","界面中包含小三角控件","1. 使用物业方角色用户名和密码登录成功
2. 点击订单管理的查看订单
3. 点击开始时间旁边的向下的小三角控件","1. 进入页面成功
2. 进入查看订单管理的页面
3. 点击向下的小三角，信息按开始时间从晚到早展示","进入页面成功1. 	进入页面成功
2. 	进入查看订单管理的页面
3. 	点击向下的小三角，信息按开始时间从晚到早展示","2","功能测试","系统测试阶段","0","1","3","通过","陈",""
"142","/物业方/订单管理/查看订单(#33)","检查小三角控件功能","界面中包含小三角控件","1. 使用物业方角色用户名和密码登录成功
2. 点击订单管理的查看订单
3. 点击结束时间旁边的向上的小三角控件","1. 进入页面成功
2. 进入查看订单管理的页面
3. 点击向上的小三角，信息按结束时间从早到晚展示","进入页面成功1. 	进入页面成功
2. 	进入查看订单管理的页面
3. 	点击向上的小三角，信息按结束时间从早到晚展示","2","功能测试","系统测试阶段","0","1","3","通过","陈",""
"143","/物业方/订单管理/查看订单(#33)","检查小三角控件功能","界面中包含小三角控件","1. 使用物业方角色用户名和密码登录成功
2. 点击订单管理的查看订单
3. 点击结束时间旁边向下的的小三角控件","1. 进入页面成功
2. 进入查看订单管理的页面
3. 点击向下的小三角，信息按结束时间从晚到早展示","进入页面成功1. 	进入页面成功
2. 	进入查看订单管理的页面
3. 点击向下的小三角，信息按结束时间从晚到早展示","2","功能测试","系统测试阶段","0","1","3","通过","陈",""
"144","/物业方/订单管理/查看订单(#33)","检查小三角控件功能","界面中包含小三角控件","1. 使用物业方角色用户名和密码登录成功
2. 点击订单管理的查看订单
3. 点击订单单价旁边向上的的小三角控件","1. 进入页面成功
2. 进入查看订单管理的页面
3. 点击订单单价向上的小三角，信息按单价从低到高的排序展示","进入页面成功1. 	进入页面成功
2. 	进入查看订单管理的页面
3. 	点击订单单价向上的小三角，信息按单价从低到高的排序展示","2","功能测试","系统测试阶段","0","1","3","通过","陈",""
"145","/物业方/订单管理/查看订单(#33)","检查小三角控件功能","界面中包含小三角控件","1. 使用物业方角色用户名和密码登录成功
2. 点击订单管理的查看订单
3. 点击订单单价旁边向下的的小三角控件","1. 进入页面成功
2. 进入查看订单管理的页面
3. 点击订单单价向上的小三角，信息按单价从高到低的排序展示","进入页面成功1. 进入页面成功
2. 进入查看订单管理的页面
3. 点击订单单价向上的小三角，信息按单价从高到低的排序展示","2","功能测试","系统测试阶段","0","1","3","通过","陈",""
"146","/物业方/订单管理/查看订单(#33)","检查小三角控件功能","界面中包含小三角控件","1. 使用物业方角色用户名和密码登录成功
2. 点击订单管理的订单状态
3. 点击订单状态旁边向上的的小三角控件","1. 进入页面成功
2. 进入查看订单管理的页面
3. 点击订单单价向上的小三角，信息按状态进行中在上，已完成在下进行信息展示","进入页面成功1. 	进入页面成功
2. 	进入查看订单管理的页面
3. 	点击订单单价向上的小三角，信息按状态进行中在上，已完成在下进行信息展示","2","功能测试","系统测试阶段","0","1","3","通过","陈",""
"147","/物业方/订单管理/查看订单(#33)","检查小三角控件功能","界面中包含小三角控件","1. 使用物业方角色用户名和密码登录成功
2. 点击订单管理的订单状态
3. 点击订单状态旁边向下的的小三角控件","1. 进入页面成功
2. 进入查看订单管理的页面
3. 点击订单单价向上的小三角，信息按状态已完成在上，进行中在下进行信息展示","进入页面成功1. 	进入页面成功
2. 	进入查看订单管理的页面
3. 点击订单单价向上的小三角，信息按状态已完成在上，进行中在下进行信息展示","2","功能测试","系统测试阶段","0","2","3","通过","陈",""
"148","/物业方/订单管理/查看订单(#33)","验证下拉框功能是否正常可用，下拉框内容是否可选","1.界面可正常跳转至用户管理模块
2.用户管理模块包含下拉框控件
3.下拉框控件中包含可选内容","1. 成功登录物业方主页
2. 界面成功跳转至用户管理模块
3. 检查下拉框功能和内容","1. 页面内容显示正常
2. 界面成功跳转至用户管理模块
3. 下拉框功能成功，下拉框中包含可选择内容","页面内容显示正常1. 页面内容显示正常
2. 界面成功跳转至用户管理模块
3. 下拉框功能成功，下拉框中包含可选择内容","2","功能测试","系统测试阶段","0","1","3","通过","陈",""
"149","/物业方/用户管理/抢租客信息(#36)","“抢租客信息”通过姓名选项在搜索栏搜索成功","下拉框选项中包含姓名选项且可选","1. 选择下拉框中“姓名”选项
2. 在搜索框一栏输入“张三”
3. 点击搜索按钮","1. “姓名”一栏选择成功
2. 输入内容成功
3. 查询成功，下方出现通过电话查询后的详细内容","“姓名”一栏选择成功1. 	“姓名”一栏选择成功
2. 	输入内容成功
3. 查询失败，页面无内容，数据库有内容","2","功能测试","系统测试阶段","1","1","3","失败","陈",""
"150","/物业方/用户管理/抢租客信息(#36)","“抢租客信息”通过姓名选项在搜索栏搜索失败","下拉框选项中包含姓名选项且可选","1. 选择下拉框中“姓名”选项
2. 在搜索框一栏输入“123456”
3. 点击搜索按钮","1. “姓名”一栏选择成功
2. 输入内容成功
3. 点击查询按钮，下方无内容显示","1. 
2. 
3.","2","功能测试","系统测试阶段","0","1","3","通过","陈",""
"151","/物业方/用户管理/抢租客信息(#36)","“抢租客信息”通过姓名选项在搜索栏搜索失败","下拉框选项中包含姓名选项且可选","1. 选择下拉框中“姓名”选项
2. 在搜索框一栏输入“###%&#%@aaadv”
3. 点击搜索按钮","1. “姓名”一栏选择成功
2. 输入内容成功
3. 点击查询按钮，下方无内容显示","“姓名”一栏选择成功1. 	“姓名”一栏选择成功
2. 	输入内容成功
3. 	点击查询按钮，下方无内容显示","2","功能测试","系统测试阶段","0","1","3","通过","陈",""
"152","/物业方/用户管理/抢租客信息(#36)","“抢租客信息”通过电话选项在搜索栏搜索成功","下拉框选项中包含电话选项且可选","1. 选择下拉框中“电话”选项
2. 在搜索框一栏输入“15739968866”
3. 点击搜索按钮","1. “电话”一栏选择成功
2. 输入内容成功
3. 查询成功，下方出现通过电话查询后的详细内容","“电话”一栏选择成功1. 	“电话”一栏选择成功
2. 	输入内容成功
3. 	查询失败，页面无内容，数据库有内容","2","功能测试","系统测试阶段","1","1","3","失败","陈",""
"153","/物业方/用户管理/抢租客信息(#36)","“抢租客信息”通过电话选项在搜索栏搜索失败","下拉框选项中包含电话选项且可选","1. 选择下拉框中“电话”选项
2. 在搜索框一栏输入“123456789”
3. 点击搜索按钮","1. “电话”一栏选择成功
2. 输入内容成功
3. 点击查询按钮，下方无内容显示","“电话”一栏选择成功1. 	“电话”一栏选择成功
2. 	输入内容成功
3. 	点击查询按钮，下方无内容显示","2","功能测试","系统测试阶段","0","1","3","通过","陈",""
"154","/物业方/用户管理/抢租客信息(#36)","“抢租客信息”通过电话选项在搜索栏搜索失败","下拉框选项中包含电话选项且可选","1. 选择下拉框中“电话”选项
2. 在搜索框一栏输入“哈哈哈哈哈”
3. 点击搜索按钮","1. “电话”一栏选择成功
2. 输入内容成功
3. 点击查询按钮，下方无内容显示","“电话”一栏选择成功1. 	“电话”一栏选择成功
2. 	输入内容成功
3. 点击查询按钮，下方无内容显示","2","功能测试","系统测试阶段","0","1","3","通过","陈",""
"155","/物业方/用户管理/抢租客信息(#36)","“抢租客信息”通过电话选项在搜索栏搜索失败","下拉框选项中包含电话选项且可选","1. 选择下拉框中“电话”选项
2. 在搜索框一栏输入“！@#￥%……”
3. 点击搜索按钮","1. “电话”一栏选择成功
2. 输入内容成功
3. 点击查询按钮，下方无内容显示","“电话”一栏选择成功1. 	“电话”一栏选择成功
2. 	输入内容成功
3. 	点击查询按钮，下方无内容显示","2","功能测试","系统测试阶段","0","1","3","通过","陈",""
"156","/物业方/用户管理/抢租客信息(#36)","“抢租客信息”通过昵称选项在搜索栏搜索成功","下拉框选项中包含昵称选项且可选","1. 选择下拉框中“昵称”选项
2. 在搜索框一栏输入“好多肉”
3. 点击搜索按钮","1. “昵称”一栏选择成功
2. 输入内容成功
3. 查询成功，下方出现通过电话查询后的详细内容","“昵称”一栏选择成功1. 	“昵称”一栏选择成功
2. 输入内容成功
3. 查询失败，页面无内容","2","功能测试","系统测试阶段","1","1","3","失败","陈",""
"157","/物业方/用户管理/抢租客信息(#36)","“抢租客信息”通过昵称选项在搜索栏搜索失败","下拉框选项中包含昵称选项且可选","1. 选择下拉框中“昵称”选项
2. 在搜索框一栏输入“123asd”
3. 点击搜索按钮","1. “昵称”一栏选择成功
2. 输入内容成功
3. 点击查询按钮，下方无内容显示","选择下拉框中“昵称”选项1. 选择下拉框中“昵称”选项
2. 	输入内容成功
3. 	点击查询按钮，下方无内容显示","2","功能测试","系统测试阶段","0","1","3","通过","陈",""
"158","/物业方/用户管理(#35)","“抢租客信息”通过昵称选项在搜索栏搜索失败","下拉框选项中包含昵称选项且可选","1. 选择下拉框中“昵称”选项
2. 在搜索框一栏输入“*&%￥”
3. 点击搜索按钮","1. “昵称”一栏选择成功
2. 输入内容成功
3. 点击查询按钮，下方无内容显示","“昵称”一栏选择成功1. 	“昵称”一栏选择成功
2. 	输入内容成功
3. 点击查询按钮，下方无内容显示","2","功能测试","系统测试阶段","0","1","3","通过","陈",""
"159","/物业方/用户管理/抢租客信息(#36)","“抢租客信息”通过性别选项在搜索栏搜索成功","下拉框选项中包含性别选项且可选","1. 选择下拉框中“昵称”选项
2. 在搜索框一栏输入“男”
3. 点击搜索按钮","1. “姓名”一栏选择成功
2. 输入内容成功
3. 查询成功，下方出现通过性别查询后的详细内容","“姓名”一栏选择成功1. “姓名”一栏选择成功
2. 	输入内容成功
3. 	查询失败，下方无内容显示，数据库中有内容","2","功能测试","系统测试阶段","1","1","3","失败","陈",""
"160","/物业方/用户管理/抢租客信息(#36)","“抢租客信息”通过性别选项在搜索栏搜索成功","下拉框选项中包含性别选项且可选","1. 选择下拉框中“昵称”选项
2. 在搜索框一栏输入“女”
3. 点击搜索按钮","1. “姓名”一栏选择成功
2. 输入内容成功
3. 查询成功，下方出现通过性别查询后的详细内容","“姓名”一栏选择成功1. 	“姓名”一栏选择成功
2. 	输入内容成功
3. 	查询成功，下方无内容","2","功能测试","系统测试阶段","1","1","3","失败","陈",""
"161","/物业方/用户管理/抢租客信息(#36)","“抢租客信息”通过性别选项在搜索栏搜索失败","下拉框选项中包含性别选项且可选","1. 选择下拉框中“昵称”选项
2. 在搜索框一栏输入“*&%￥”
3. 点击搜索按钮","1. “昵称”一栏选择成功
2. 输入内容成功
3. 点击查询按钮，下方无内容显示","“昵称”一栏选择成功1. 	“昵称”一栏选择成功
2. 	输入内容成功
3. 	点击查询按钮，下方无内容显示","2","功能测试","系统测试阶段","0","1","3","通过","陈",""
"162","/物业方/用户管理/抢租客信息(#36)","“抢租客信息”通过性别选项在搜索栏搜索失败","下拉框选项中包含性别选项且可选","1. 选择下拉框中“昵称”选项
2. 在搜索框一栏输入“123456”
3. 点击搜索按钮","1. “昵称”一栏选择成功
2. 输入内容成功
3. 点击查询按钮，下方无内容显示","“昵称”一栏选择成功1. 	“昵称”一栏选择成功
2. 	输入内容成功
3. 点击查询按钮，下方无内容显示","2","功能测试","系统测试阶段","0","1","3","通过","陈",""
"163","/物业方/用户管理/抢租客信息(#36)","“抢租客信息”通过信用级别选项在搜索栏搜索失败","下拉框选项中包含信用级别选项且可选","1. 选择下拉框中“信用级别”选项
2. 在搜索框一栏输入“ 良好”
3. 点击搜索按钮","1. “信用级别”一栏选择成功
2. 输入内容成功
3. 查询成功，下方出现通过信用级别查询后的详细内容","“信用级别”一栏选择成功1. 	“信用级别”一栏选择成功
2. 	输入内容成功
3. 	查询成功，下方无内容","2","功能测试","系统测试阶段","1","1","3","失败","陈",""
"164","/物业方/用户管理/抢租客信息(#36)","“抢租客信息”通过信用级别选项在搜索栏搜索失败","下拉框选项中包含信用级别选项且可选","1. 选择下拉框中“信用级别”选项
2. 在搜索框一栏输入“ 张三”
3. 点击搜索按钮","1. “信用级别”一栏选择成功
2. 输入内容成功
3. 点击查询按钮，下方无内容显示","“信用级别”一栏选择成功1. 	“信用级别”一栏选择成功
2. 	输入内容成功
3. 点击查询按钮，下方无内容显示","2","功能测试","系统测试阶段","0","1","3","通过","陈",""
"165","/物业方/用户管理/抢租客信息(#36)","“抢租客信息”通过信用级别选项在搜索栏搜索失败","下拉框选项中包含信用级别选项且可选","1. 选择下拉框中“信用级别”选项
2. 在搜索框一栏输入“ 123abc”
3. 点击搜索按钮","1. “信用级别”一栏选择成功
2. 输入内容成功
3. 点击查询按钮，下方无内容显示","“信用级别”一栏选择成功1. 	“信用级别”一栏选择成功
2. 	输入内容成功
3. 	点击查询按钮，下方无内容显示","2","功能测试","系统测试阶段","0","1","3","通过","陈",""
"166","/物业方/用户管理/抢租客信息(#36)","“抢租客信息”通过信用级别选项在搜索栏搜索失败","下拉框选项中包含信用级别选项且可选","1. 选择下拉框中“信用级别”选项
2. 在搜索框一栏输入“ @@##”
3. 点击搜索按钮","1. “信用级别”一栏选择成功
2. 输入内容成功
3. 点击查询按钮，下方无内容显示","“信用级别”一栏选择成功1. 	“信用级别”一栏选择成功
2. 	输入内容成功
3. 点击查询按钮，下方无内容显示","2","功能测试","系统测试阶段","0","1","3","通过","陈",""
"167","/物业方/用户管理/业主方信息(#37)","检查勾选框功能","用户管理界面中包含勾选框","1. 使用物业方角色用户名和密码登录成功
2. 界面跳转至用户管理的业主方信息模块
3. 检查界面布局、选择勾选框","1. 页面显示正常
2. 界面正常跳转
3. 勾选框功能正常可用","页面显示正常1. 	页面显示正常
2. 	界面正常跳转
3. 	勾选框功能正常可用","2","功能测试","系统测试阶段","0","1","3","通过","陈",""
"168","/物业方/用户管理/物业方信息(#38)","检查用户管理界面新增按钮功能","用户管理界面中包含新增按钮","1. 使用物业方角色用户名和密码登录成功
2. 界面跳转至用户管理的物业方信息模块
3. 点击新增按钮","1. 页面显示正常
2. 界面正常跳转
3. 点击新增按钮后出现输入详细信息的弹窗","页面显示正常1. 	页面显示正常
2. 	界面正常跳转
3. 	点击新增按钮后出现输入详细信息的弹窗","2","功能测试","系统测试阶段","0","1","3","通过","陈",""
"169","/物业方/用户管理/物业方信息(#38)","检查用户管理界面删除按钮功能","用户管理界面中包含删除按钮","1. 使用物业方角色用户名和密码登录成功
2. 界面跳转至用户管理的物业方信息模块
3. 勾选一条信息前的勾选框
4. 点击删除按钮","1. 页面显示正常
2. 界面正常跳转
3. 在勾选框勾选成功
4. 点击删除按钮后成功删除一条信息","页面显示正常1. 	页面显示正常
2. 	界面正常跳转
3. 	在勾选框勾选成功
4. 	点击删除按钮后页面仍然存在此条信息","2","功能测试","系统测试阶段","1","1","4","失败","陈",""
"170","/物业方/用户管理/抢租客信息(#36)","检查用户管理界面修改按钮功能","用户管理界面中包含修改按钮","1. 使用物业方角色用户名和密码登录成功
2. 界面跳转至用户管理的物业方信息模块
3. 勾选一条信息前的勾选框
4. 点击修改按钮","1. 页面显示正常
2. 界面正常跳转
3. 在勾选框勾选成功
4. 点击修改按钮后弹出需要修改的内容的弹窗","页面显示正常1. 	页面显示正常
2. 	界面正常跳转
3. 	在勾选框勾选成功
4. 	点击修改按钮后弹出需要修改的内容的弹窗","2","功能测试","系统测试阶段","0","1","4","通过","陈",""
"171","/物业方/用户管理/物业方信息(#38)","“物业方信息”成功新增一条信息","用户管理界面中包含新增按钮","1. 点击“新增”按钮
2. 在弹出弹窗中的“物业方”一栏输入“张三”
3. “用户电话”一栏输入“13468867666”
4. “物业简介”一栏输入“物业管理证书”
5. “物业密码”一栏输入“123456abc”
6. 点击增加按钮","1. 点击“新增”按钮，出现需要填写详细信息的弹窗
2. 输入“张三”后不报错
3. 输入“13468867666”不报错
4. 输入“物业管理证书”不报错
5. 输入“123456abc”后不报错
6. 点击增加按钮，信息新增成功","点击“新增”按钮，出现需要填写详细信息的弹窗1. 点击“新增”按钮，出现需要填写详细信息的弹窗
2. 	输入“张三”后不报错
3. 	输入“13468867666”不报错
4. 	输入“物业管理证书”不报错
5. 	输入“123456abc”后不报错
6. 	点击增加按钮，页面无反应","2","功能测试","系统测试阶段","1","1","6","失败","陈",""
"172","/物业方/用户管理/物业方信息(#38)","检查用户管理界面“物业方信息”新增功能“增加”控件功能","新增信息弹窗中包含增加按钮","1. 点击“新增”按钮
2. 在弹出弹窗中的“物业方”一栏输入“张三”
3. “用户电话”一栏输入“13468867666”
4. “物业简介”一栏输入“物业管理证书”
5. “物业密码”一栏输入“123456”
6. 点击增加按钮","1. 点击“新增”按钮，出现需要填写详细信息的弹窗
2. 输入“张三”后不报错
3. 输入“13468867666”不报错
4. 输入“物业管理证书”不报错
5. 输入“123456”后不报错
6. 点击增加按钮，信息新增成功","点击“新增”按钮，出现需要填写详细信息的弹窗1. 	点击“新增”按钮，出现需要填写详细信息的弹窗
2. 	输入“张三”后不报错
3. 	输入“13468867666”不报错
4. 	输入“物业管理证书”不报错
5. 	输入“123456”后不报错
6. 	点击增加按钮，页面无反应","2","功能测试","系统测试阶段","1","1","6","失败","陈",""
"173","/物业方/用户管理/物业方信息(#38)","检查用户管理界面“物业方信息”新增功能“取消”控件功能","新增信息弹窗中包含取消按钮","1. 点击“新增”按钮
2. 在弹出弹窗中的“物业方”一栏输入“张三”
3. “用户电话”一栏输入“13468867666”
4. “物业简介”一栏输入“物业管理证书”
5. “物业密码”一栏输入“123456”
6. 点击取消按钮","1. 点击“新增”按钮，出现需要填写详细信息的弹窗
2. 输入“张三”后不报错
3. 输入“13468867666”不报错
4. 输入“物业管理证书”不报错
5. 输入“123456”后不报错
6. 点击取消按钮，取消新增一条信息成功","点击“新增”按钮，出现需要填写详细信息的弹窗1. 	点击“新增”按钮，出现需要填写详细信息的弹窗
2. 	输入“张三”后不报错
3. 	输入“13468867666”不报错
4. 	输入“物业管理证书”不报错
5. 	输入“123456”后不报错
6. 	点击取消按钮，取消新增一条信息成功","2","功能测试","系统测试阶段","0","1","6","通过","陈",""
"174","/物业方/用户管理/物业方信息(#38)","“物业方信息”新增一条信息失败","用户管理界面中包含新增按钮","1. 点击“新增”按钮
2. 在弹出弹窗中的“物业方”一栏输入“123”
3. “用户电话”一栏输入“哈哈”
4. “物业简介”一栏输入“abc”
5. “物业密码”一栏输入“@#￥%”
6. 点击增加按钮","1. 点击“新增”按钮，出现需要填写详细信息的弹窗
2. 输入“123”后报错
3. 输入“哈哈”后报错
4. 输入“abc”不报错
5. 输入“@#￥%”后报错
6. 点击增加按钮，信息新增失败","点击“新增”按钮，出现需要填写详细信息的弹窗1. 	点击“新增”按钮，出现需要填写详细信息的弹窗
2. 	输入“123”后不报错
3. 输入“哈哈”后不报错
4. 	输入“abc”不报错
5. 	输入“@#￥%”后不报错
6. 	点击增加按钮，页面无反应","2","功能测试","系统测试阶段","1","1","6","失败","陈",""
"175","/物业方/用户管理/物业方信息(#38)","“物业方信息”新增一条信息失败","用户管理界面中包含新增按钮","1. 点击“新增”按钮
2. 在弹出弹窗中的“物业方”一栏输入“张三”
3. “用户电话”一栏输入“123456”
4. “物业简介”一栏输入“物业管理证书”
5. “物业密码”一栏输入“123456”
6. 点击新增按钮","1. 点击“新增”按钮，出现需要填写详细信息的弹窗
2. 输入“张三”后不报错
3. 输入“123456”后不报错
4. 输入“物业管理证书”不报错
5. 输入“@#￥%”后不报错
6. 点击增加按钮，信息新增失败","点击“新增”按钮，出现需要填写详细信息的弹窗1. 点击“新增”按钮，出现需要填写详细信息的弹窗
2. 	输入“张三”后不报错
3. 	输入“123456”后不报错
4. 输入“物业管理证书”不报错
5. 	输入“@#￥%”后不报错
6. 	点击增加按钮，页面无反应","2","功能测试","系统测试阶段","1","1","6","失败","陈",""
"176","/物业方/用户管理/物业方信息(#38)","“物业方信息”新增一条信息失败","用户管理界面中包含新增按钮","1. 点击“新增”按钮
2. 在弹出弹窗中的“物业方”一栏输入“张三”
3. “用户电话”一栏输入“13468867666”
4. “物业简介”一栏输入“物业管理证书”
5. “物业密码”一栏输入“哈哈哈”
6. 点击取消按钮","1. 点击“新增”按钮，出现需要填写详细信息的弹窗
2. 输入“张三”后不报错
3. 输入“13468867666”不报错
4. 输入“物业管理证书”不报错
5. 输入“哈哈哈”后报错
6. 点击增加按钮，信息新增失败","点击“新增”按钮，出现需要填写详细信息的弹窗1. 点击“新增”按钮，出现需要填写详细信息的弹窗
2. 输入“张三”后不报错
3. 	输入“13468867666”不报错
4. 	输入“物业管理证书”不报错
5. 	输入“哈哈哈”后不报错
6. 点击增加按钮，页面无反应","2","功能测试","系统测试阶段","1","1","6","失败","陈",""
"177","/物业方/用户管理/物业方信息(#38)","“物业方信息”删除一条信息成功","用户管理界面中包含删除按钮","1. 选择一条要删除的信息，勾选信息前面的勾选框
2. 点击“删除”按钮
3. 出现“删除成功”的弹窗提示信息","1. 选择要删除的信息，勾选成功
2. “删除”按钮点击成功
3. 信息删除成功，出现“删除成功”的弹窗提示","选择要删除的信息，勾选成功1. 选择要删除的信息，勾选成功
2. 	“删除”按钮点击成功
3. 	信息删除失败，页面中仍有此数据，出现“删除成功”的弹窗提示","2","功能测试","系统测试阶段","1","1","3","失败","陈",""
"178","/物业方/用户管理/物业方信息(#38)","“物业方信息”批量删除多条信息成功","用户管理界面中有批量删除功能","1. 选择多条要删除的信息，勾选信息前面的勾选框
2. 点击“删除”按钮
3. 出现“删除成功”的弹窗提示信息","1. 选择要删除的多条信息，勾选成功
2. “删除”按钮点击成功
3. 信息删除成功，出现“删除成功”的弹窗提示","选择要删除的多条信息，勾选成功1. 	选择要删除的多条信息，勾选成功
2. 	“删除”按钮点击成功
3. 	信息删除失败，页面信息还在，出现“删除成功”的弹窗提示","2","功能测试","系统测试阶段","1","2","3","失败","陈",""
"179","/物业方/用户管理/物业方信息(#38)","“物业方信息”修改一条信息成功","用户管理界面中包含修改按钮","1. 选择一条要修改的用户姓名为“物业407”信息，勾选信息前面的勾选框
2. 点击界面上方“修改”按钮
3. 修改物业名为“物业408”
4. 修改用户电话为“13574496868”
5. 修改物业密码为“123456abc”
6. 点击“修改”按钮","1. 选择要修改的信息，勾选成功
2. 界面上方“修改”按钮点击成功
3. 修改物业名信息成功
4. 修改用户电话成功
5. 修改密码成功
6. 点击“修改”按钮后，右下角不出现“修改成功”的弹窗","选择要修改的信息，勾选成功1. 	选择要修改的信息，勾选成功
2. 界面上方“修改”按钮点击成功
3. 	修改物业名信息成功
4. 	修改用户电话成功
5. 	修改密码成功
6. 	点击“修改”按钮后，右下角不出现“修改成功”的弹窗","2","功能测试","系统测试阶段","0","1","6","通过","陈",""
"180","/物业方/用户管理/物业方信息(#38)","“物业方信息”修改一条信息失败","用户管理界面中包含修改按钮","1. 选择一条要修改的用户姓名为“物业407”信息，勾选信息前面的勾选框
2. 点击界面上方“修改”按钮
3. 修改物业名为“物业408”
4. 修改用户电话为“aaaaaaa”
5. 修改物业密码为“123456abc”
6. 点击“修改”按钮","1. 选择要修改的信息，勾选成功
2. 界面上方“修改”按钮点击成功
3. 修改物业名信息成功
4. 修改用户电话失败
5. 修改密码成功
6. 点击“修改”按钮后，右下角出现“修改成功”的弹窗","选择要修改的信息，勾选成功1. 选择要修改的信息，勾选成功
2. 	界面上方“修改”按钮点击成功
3. 	修改物业名信息成功
4. 	修改用户电话成功
5. 修改密码成功
6. 点击“修改”按钮后，右下角不出现“修改成功”的弹窗","2","功能测试","系统测试阶段","1","1","6","失败","陈",""
